zipcode,Scores_Location,BB_Count
28704.0,9.836206896551724,132
28715.0,9.931818181818182,50
28732.0,9.91304347826087,52
28801.0,9.958762886597938,567
28803.0,9.950166112956811,331
28804.0,9.874524714828897,290
28805.0,9.929133858267717,272
28806.0,9.913875598086124,665
